META
VERSION=1
DICT_NAME=柯林斯词典
DICT_INTRO=柯林斯词典示例文件，共999个单词的分割释义
DICT_LANG=en
DEF_TMPL={{单词}} {{词性}}{{音标}}<br/>{{中文释义}}
FIELDS=单词	音标	词性	扩展	英文释义	中文释义
amber	英[ˈæmbə(r)]美[ˈæmbɚ]	★☆☆☆☆ colour		<span class="endef"><b>Amber</b> is used to describe things that are yellowish-brown in colour.   </span>	<span class="text_blue">琥珀色；黄褐色</span>
amber	英[ˈæmbə(r)]美[ˈæmbɚ]	★☆☆☆☆ colour		<span class="endef"> An <b>amber</b> traffic light is orange.   </span>	<span class="text_blue">（交通灯）橙黄色（的），橘黄色（的）</span>
ambergris	英[ˈæmbəgri:s]美[ˈæmbəris]	n-uncount		<span class="endef"><b>Ambergris</b> is a waxy substance produced by sperm whales. It is used to make some perfumes.   </span>	<span class="text_blue">龙涎香（产自抹香鲸体内的一种可作香料的蜡状物质）</span>
ambiance	英['æmbɪəns]美[ˈæmbiəns,ɑŋˈbjɑŋs]			<span class="endef">   <span class="text_gray" style="font-weight:bold;">→see: </span><b class="text_blue"><a class="explain" href="entry://ambience">ambience</a></b>;  </span>	<span class="text_blue"></span>
ambidextrous	英[ˌæmbiˈdekstrəs]美[ˌæmbɪˈdɛkstrəs]	adj		<span class="endef"> Someone who is <b>ambidextrous</b> can use both their right hand and their left hand equally skilfully.   </span>	<span class="text_blue">左右手都灵巧的；两手都善用的</span>
ambience	英[ˈæmbiəns]美[ˈæmbiəns,ɑŋˈbjɑŋs]	★☆☆☆☆ n-sing		<span class="endef"> The <b>ambience of</b> a place is the character and atmosphere that it seems to have.   </span>	<span class="text_blue">周围环境；气氛；格调</span>
ambient	英[ˈæmbiənt]美[ˈæmbiənt]	adj		<span class="endef"> The <b>ambient</b> temperature is the temperature of the air above the ground in a particular place.   </span>	<span class="text_blue">（气温）周围的</span>
ambient	英[ˈæmbiənt]美[ˈæmbiənt]	adj-graded		<span class="endef"><b>Ambient</b> sound or light is the sound or light which is all around you.   </span>	<span class="text_blue">（声音、光线）四周的，环绕的</span>
ambiguity	英[ˌæmbɪˈgju:əti]美[ˌæmbɪˈɡjuɪti]	★☆☆☆☆ n-var		<span class="endef"> If you say that there is <b>ambiguity</b> in something, you mean that it is unclear or confusing, or it can be understood in more than one way.   </span>	<span class="text_blue">含糊不清；不明确；模棱两可</span>
ambiguity	英[ˌæmbɪˈgju:əti]美[ˌæmbɪˈɡjuɪti]	★☆☆☆☆ n-var		<span class="endef"> If you say that there is an <b>ambiguity</b> in a situation or in someone's character, you mean that it contains several different qualities or attitudes which do not fit well together.   </span>	<span class="text_blue">暧昧;不协调</span>
ambiguous	英[æmˈbɪgjuəs]美[æmˈbɪɡjuəs]	★☆☆☆☆ adj-graded		<span class="endef"> If you describe something as <b>ambiguous</b>, you mean that it is unclear or confusing because it can be understood in more than one way.   </span>	<span class="text_blue">含糊不清的;不明确的;模棱两可的</span>
ambiguous	英[æmˈbɪgjuəs]美[æmˈbɪɡjuəs]	★☆☆☆☆ adj-graded		<span class="endef"> If you describe something as <b>ambiguous</b>, you mean that it contains several different ideas or attitudes that do not fit well together.   </span>	<span class="text_blue">暧昧不清的；不协调的；捉摸不定的</span>
ambiguously	英[æm'bɪɡjʊəslɪ]美[æm'bɪɡjʊrslɪ]	★☆☆☆☆ adj-graded		<span class="endef"> If you describe something as <b>ambiguous</b>, you mean that it is unclear or confusing because it can be understood in more than one way.   </span>	<span class="text_blue">含糊不清的;不明确的;模棱两可的</span>
ambiguously	英[æm'bɪɡjʊəslɪ]美[æm'bɪɡjʊrslɪ]	★☆☆☆☆ adj-graded		<span class="endef"> If you describe something as <b>ambiguous</b>, you mean that it contains several different ideas or attitudes that do not fit well together.   </span>	<span class="text_blue">暧昧不清的；不协调的；捉摸不定的</span>
ambit	英[ˈæmbɪt]美[ˈæmbɪt]	n-sing		<span class="endef"> The <b>ambit</b> of something is its range or extent.   </span>	<span class="text_blue">范围；领域</span>
ambition	英[æmˈbɪʃn]美[æmˈbɪʃən]	★★★☆☆ n-count		<span class="endef"> If you have an <b>ambition to</b> do or achieve something, you want very much to do it or achieve it.   </span>	<span class="text_blue">梦想；理想</span>
ambition	英[æmˈbɪʃn]美[æmˈbɪʃən]	★★★☆☆ n-uncount		<span class="endef"><b>Ambition</b> is the desire to be successful, rich, or powerful.   </span>	<span class="text_blue">雄心；抱负；野心</span>
ambitious	英[æmˈbɪʃəs]美[æmˈbɪʃəs]	★★☆☆☆ adj-graded		<span class="endef"> Someone who is <b>ambitious</b> has a strong desire to be successful, rich, or powerful.   </span>	<span class="text_blue">有雄心的；有抱负的；有野心的</span>
ambitious	英[æmˈbɪʃəs]美[æmˈbɪʃəs]	★★☆☆☆ adj-graded		<span class="endef"> An <b>ambitious</b> idea or plan is on a large scale and needs a lot of work to be carried out successfully.   </span>	<span class="text_blue">规模宏大的；艰巨的</span>
ambivalence	英[æm'bɪvələns]美[æmˈbɪvələns]	★☆☆☆☆ adj-graded		<span class="endef"> If you say that someone is <b>ambivalent about</b> something, they seem to be uncertain whether they really want it, or whether they really approve of it.   </span>	<span class="text_blue">摇摆不定的；犹豫不决的</span>
ambivalent	英[æmˈbɪvələnt]美[æmˈbɪvələnt]	★☆☆☆☆ adj-graded		<span class="endef"> If you say that someone is <b>ambivalent about</b> something, they seem to be uncertain whether they really want it, or whether they really approve of it.   </span>	<span class="text_blue">摇摆不定的；犹豫不决的</span>
amble	英[ˈæmbl]美[ˈæmbəl]	verb		<span class="endef"> When you <b>amble</b>, you walk slowly and in a relaxed manner.   </span>	<span class="text_blue">缓行；漫步</span>
ambrosia	英[æmˈbrəʊziə]美[æmˈbroʊziə]	n-uncount		<span class="endef"> In Greek mythology, <b>ambrosia</b> is the food of the gods.   </span>	<span class="text_blue">（希腊神话中的）仙果，仙馐</span>
ambulance	英[ˈæmbjələns]美[ˈæmbjələns]	★★☆☆☆ n-count		<span class="endef"> An <b>ambulance</b> is a vehicle for taking people to and from hospital.   </span>	<span class="text_blue">救护车</span>
ambulanceman	英['æmbjʊlənsmən]美['æmbjʊlənsmən]	n-count		<span class="endef"> An <b>ambulanceman</b> is a man who drives an ambulance or takes care of people in an ambulance on the way to hospital.   </span>	<span class="text_blue">救护车驾驶员；救护车护理人员</span>
ambush	英[ˈæmbʊʃ]美[ˈæmbʊʃ]	★★☆☆☆ verb		<span class="endef"> If a group of people <b>ambush</b> their enemies, they attack them after hiding and waiting for them.   </span>	<span class="text_blue">打埋伏；伏击</span>
ambush	英[ˈæmbʊʃ]美[ˈæmbʊʃ]	★★☆☆☆ n-var		<span class="endef"> An <b>ambush</b> is an attack on someone by people who have been hiding and waiting for them.   </span>	<span class="text_blue">埋伏；伏击</span>
ambush	英[ˈæmbʊʃ]美[ˈæmbʊʃ]	★★☆☆☆ phrase		<span class="endef"> If someone is lying <b>in ambush</b>, they are hiding and waiting for someone, usually to attack them.   </span>	<span class="text_blue">埋伏着</span>
ameliorate	英[əˈmi:liəreɪt]美[əˈmiljəˌret]	verb		<span class="endef"> If someone or something <b>ameliorates</b> a situation, they make it better or easier in some way.   </span>	<span class="text_blue">改善；使变好；减轻</span>
amen	英[ɑ:'men]美[eˈmɛn,ɑˈmɛn]	convention		<span class="endef"><b>Amen</b> is said by Christians at the end of a prayer.   </span>	<span class="text_blue">阿门（基督教徒祈祷结束时用语）</span>
amenable	英[əˈmi:nəbl]美[əˈminəbəl,əˈmɛnə-]	adj-graded		<span class="endef"> If you are <b>amenable to</b> something, you are willing to do it or accept it.   </span>	<span class="text_blue">顺从的；服从的</span>
amend	英[əˈmend]美[əˈmɛnd]	★★☆☆☆ verb		<span class="endef"> If you <b>amend</b> something that has been written such as a law, or something that is said, you change it in order to improve it or make it more accurate.   </span>	<span class="text_blue">修改；修订</span>
amend	英[əˈmend]美[əˈmɛnd]	★★☆☆☆ phrase		<span class="endef"> If you <b>make amends</b> when you have harmed someone, you show that you are sorry by doing something to please them.   </span>	<span class="text_blue">赔罪；赔偿；补偿</span>
amendment	英[əˈmendmənt]美[əˈmɛndmənt]	★★★☆☆ n-var		<span class="endef"> An <b>amendment</b> is a section that is added to a law or rule in order to change it.   </span>	<span class="text_blue">（法令或法规的）修正条款，修正案</span>
amendment	英[əˈmendmənt]美[əˈmɛndmənt]	★★★☆☆ n-count		<span class="endef"> An <b>amendment</b> is a change that is made to a piece of writing.   </span>	<span class="text_blue">修改；修订</span>
amenity	英[əˈmi:nəti]美[əˈmenəti]	★☆☆☆☆ n-count		<span class="endef"><b>Amenities</b> are things such as shopping centres or sports facilities that are provided for people's convenience, enjoyment, or comfort.   </span>	<span class="text_blue">生活福利设施；便利设施</span>
Amerasian	英[ˌæməˈreɪʃn]美[ˌæməˈreʒən,-ʃən]	n-count		<span class="endef"> People who have one American parent and one Asian parent are sometimes referred to as <b>Amerasians</b> .   </span>	<span class="text_blue">美亚混血儿</span>
American		adj		<span class="endef"><span class="st" onmouseout="st_mouseout(this)" onmouseover="st_mouseover(this)" style="font-weight:bold;">See also:</span><b class="text_blue"><a class="explain" href="entry://Latin American">Latin American</a></b>; An <b>American</b> person or thing belongs to or comes from the United States of America.   </span>	<span class="text_blue">美国的；来自美国的</span>
Americana	英[əˌmerɪˈkɑ:nə]美[ɑˌmɛriˈkɑnɑ]	n-uncount		<span class="endef"> Objects that come from or relate to America are referred to as <b>Americana</b>, especially when they are in a collection.   </span>	<span class="text_blue">（尤指收集成册的）美国（或美洲）史料，美国（或美洲）文物集锦</span>
American football	英[əˈmerɪkənˈfutbɔ:l]美[əˈmɛrɪkənˈfʊtˌbɔl]	★☆☆☆☆ n-uncount		<span class="endef"><b>American football</b> is a game similar to rugby that is played by two teams of eleven players using an oval-shaped ball. Players try to score points by carrying the ball to their opponents' end of the field, or by kicking it over a bar fixed between two posts.   </span>	<span class="text_blue">美式橄榄球（运动）；美式足球（运动）</span>
American football	英[əˈmerɪkənˈfutbɔ:l]美[əˈmɛrɪkənˈfʊtˌbɔl]	★☆☆☆☆ n-count		<span class="endef"> An <b>American football</b> is an oval-shaped ball used for playing American football.   </span>	<span class="text_blue">美式橄榄球用球</span>
American Indian	英[əˈmerɪkənˈɪndjən]美[əˈmɛrɪkənˈɪndiən]	adj		<span class="endef"><b>American Indian</b> people or things belong to or come from one of the native peoples of America.   </span>	<span class="text_blue">美洲印第安人的;美洲原住民的</span>
Americanism	英[əˈmerɪkənɪzəm]美[əˈmɛrɪkəˌnɪzəm]	n-count		<span class="endef"> An <b>Americanism</b> is an expression that is typical of people living in the United States of America.   </span>	<span class="text_blue">美国英语用语</span>
Americanism	英[əˈmerɪkənɪzəm]美[əˈmɛrɪkəˌnɪzəm]	n-uncount		<span class="endef"><b>Americanism</b> is the quality or state of being American.   </span>	<span class="text_blue">美国特点；美洲特点</span>
Americanization	英[əˌmerəkənaɪ'zeɪʃn]美[əˌmerəkənaɪ'zeɪʃn]	n-uncount		<span class="endef"><b>Americanization</b> is the process by which people or countries become more and more similar to Americans and the United States.   </span>	<span class="text_blue">美国化</span>
Americanized	[əˈmerɪkəˌnaɪzd]	adj		<span class="endef"> If someone is <b>Americanized</b>, they do things in a way that is typical of the United States.   </span>	<span class="text_blue">美国化的；带上美国特点的</span>
Amerindian	英[ˌæməˈrɪndiən]美[ˌæməˈrɪndiən]			<span class="endef"><b>Amerindian</b> means the same as <b>American Indian</b> .   </span>	<span class="text_blue">同American Indian</span>
amethyst	英[ˈæməθɪst]美[ˈæməθɪst]	n-var		<span class="endef"><b>Amethysts</b> are clear purple stones, sometimes used to make jewellery.   </span>	<span class="text_blue">紫（水）晶，水碧（有时用于制作珠宝）</span>
amethyst	英[ˈæməθɪst]美[ˈæməθɪst]	colour		<span class="endef"><b>Amethyst</b> is used to describe things that are pale purple in colour.   </span>	<span class="text_blue">淡紫色（的）</span>
amiability	英[ˌeɪmɪə'bɪlətɪ]美[ˌeɪmɪr'bɪlətɪ]	n-uncount		<span class="endef"><b>Amiability</b> is the quality of being friendly and pleasant.   </span>	<span class="text_blue">和蔼可亲;亲切友善</span>
